,Accession,Gene Symbol,Palbociclib,Panobinostat,Raltitrexed,Methotrexate,Vemurafenib,Fimepinostat,SCIO-469,SL-327,5-Fluorouracil,Olaparib,Bafetinib,OTS964,Abemaciclib,CCT137690,Belumosudil,Parthenolide
2108,P04075,ALDOA,0.0,0.0,0.0024977194808575003,0.019651609695775167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,Q96S99,PLEKHF1,0.0,0.0,0.0,0.007840970960415916,0.0,0.0,0.050795034540725516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,Q9BS26,ERP44,0.0,0.0,0.051676523315664094,0.0,0.014709307427281344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,Q96EA4,SPDL1,0.03787080988446367,0.0,0.0,0.0,0.11934155666805721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,Q16644,MAPKAPK3,0.0,0.0,0.0,0.0,0.07260608726130861,0.0,0.23208782154078827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,Q16658,FSCN1,0.0,0.0,0.013903417430842894,0.0,0.0028888139988770788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,Q9NNW7,TXNRD2,0.0,0.12501787172142587,0.0,0.0,0.0,0.0,0.0,0.010089059561022237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,P46063,RECQL,0.0,0.0,0.0,0.00027423232107864817,0.0,0.009849856122773896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,Q6IA69,NADSYN1,0.0,0.017885998814052347,0.0,0.0,0.0,0.0,0.002142333787214165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,Q86UP2,KTN1,0.0,0.02197880070240971,0.0,0.0,0.0,0.0,0.0,0.01914844509221747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,Q9Y4B6,DCAF1,0.0,0.0,0.0,0.0,0.011732009544517044,0.006432174468010005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,Q96FX7,TRMT61A,0.006431508555289629,0.0,0.0,0.0,0.03828634601456498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,Q96JP5,ZFP91,0.0,0.0,0.07326907053293145,0.0,0.0,0.03949219591703901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,Q9GZZ9,UBA5,0.0030457897177174507,0.0,0.0,0.0,0.0,0.0008278203273153276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,Q86VP1,TAX1BP1,0.0,0.0,0.029554812770372384,0.0,0.0,0.016221517685711673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,P51003,PAPOLA,0.01695624526847163,0.0,0.0,0.0,0.0,0.0,0.0,0.012028738237779918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,Q92804,TAF15,0.0,0.0,0.0,0.0,0.08933830792333788,0.0,0.0,0.0290002677165202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,Q08752,PPID,0.01869092487438523,0.0,0.0,0.0,0.0,0.0,0.02164245416282374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,P38646,HSPA9,0.015571513345792674,0.0,0.0,0.0,0.0,0.0,0.0,0.002129905833994628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,P08195,SLC3A2,0.0,0.028807490743102303,0.0,0.0,0.0,0.014837299448606907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,Q8IUR0,TRAPPC5,0.0,0.0,0.0014086704834150613,0.0,0.0,0.0,0.0,0.0,0.0032832854466502805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,Q99426,TBCB,0.04809742468970797,0.0,0.0,0.0,0.09767464290727196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,Q9GZX9,TWSG1,0.0,0.0,0.12614388870755255,0.0,0.0,0.1309693110911381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,P83436,COG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024828881808429543,0.06750096291294061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,Q6P996,PDXDC1,0.0,0.0,0.0,0.0,0.002349540133781942,0.0,0.06336175224240988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,P14618,PKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002340769041366837,0.0,0.041768943316167054,0.0,0.0,0.0,0.0
2134,P09493,TPM1,0.0,0.0,0.02647793701905681,0.0,0.0,0.0,0.0,0.0034278366536832916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,Q9BY32,ITPA,0.0,0.0,0.0,0.0003287313224034534,0.0,0.0,0.0,0.006757866875862866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,P19387,POLR2C,0.0,0.0,0.0,0.0,0.022683895077413203,0.0,0.0,0.010648856786582443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,O60341,KDM1A,0.0,0.0007369065341244294,0.0,0.0,0.0,0.0,0.05345010844582836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,O95625,ZBTB11,0.0,0.0,0.0,0.0,0.1608610722067451,0.0,0.0,0.20289781788984623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,Q96AJ9,VTI1A,0.0,0.0,0.14328904050950025,0.0,0.007689918355054842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,P07108,DBI,0.0,0.0,0.07322920142864177,0.0,0.0,0.0,0.0,0.019816352127668947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,P11831,SRF,0.026212549660444423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02677309902443567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,Q9NUP7,TRMT13,0.0,0.0,0.008648206882909789,0.0,0.011418427628304365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,Q8IX90,SKA3,0.0,0.0,0.011320969357285444,0.0,0.0,0.0,0.019824396879286478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,Q96EY9,ADAT3,0.0,0.0,0.0,0.0,0.03757301517985934,0.006394883632515315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,Q9H0U4,RAB1B,0.0,0.0,0.0,0.015445951491773793,0.0,0.0,0.0,0.1406473824316414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,Q14186,TFDP1,0.0,0.0,0.0,0.0,0.0,0.020364327032744788,0.0,0.0,0.00992825432145001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,Q9GZS3,WDR61,0.0,0.0,0.0,0.012087705530030633,0.0,0.0,0.0,0.02324769155003132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,P50570,DNM2,0.0,0.0,0.0,0.0,0.008165373453263774,0.0,0.0,0.0,0.03297264025092111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,P49915,GMPS,0.01778552375113654,0.0,0.0,0.0,0.0,0.014201462091539665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,Q8NAF0,ZNF579,0.0,0.03759256229152215,0.018240677068205754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,Q5MNZ6,WDR45B,0.0,0.0,0.0,0.008119475377168237,0.0,0.009316501475467706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,Q92922,SMARCC1,0.0,0.023990852350471603,0.0,0.0,0.030354047846204005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,Q6ZSJ8,C1orf122,0.07204372806889214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029360344953921858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,Q7LBC6,KDM3B,0.0,0.0,0.0,0.0,0.017140909898081605,0.0,0.0,0.0,0.013679592001738086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,Q9Y2R9,MRPS7,0.03592229825536536,0.0,0.0,0.029132918783748258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,O75496,GMNN,0.0,0.0003886202649575595,0.008201252643166516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,Q13546,RIPK1,0.0,0.0,0.0,0.0,0.0,0.026107039204165686,0.0,0.0,0.0051341872727810114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,Q8N1Q1,CA13,0.0,0.0,0.007421048497810596,0.0,0.0,0.0013283425338380308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,Q9BSJ2,TUBGCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.03754346174658647,0.0024501796075981543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,Q4G0J3,LARP7,0.0,0.006354888863809624,0.02781879971044454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,Q06830,PRDX1,0.04455516627988554,0.0,0.0,0.013004473723726692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,Q9Y696,CLIC4,0.0,0.0,0.02727074275624637,0.0,0.0,0.0454512511330892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,P02008,HBZ,0.0,0.0,0.031688343681899184,0.0,0.0,0.0038423036321447346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,Q9H2G2,SLK,0.029498106487193615,0.0,0.0,0.0,0.0,0.008635674339948489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,Q7Z4H7,HAUS6,0.0,0.0,0.0,0.0,0.0,0.0,0.01211613332690728,0.05203241223406047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,Q9HA77,CARS2,0.0,0.0006747734441909653,0.0,0.0,0.015859373258033334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,Q8WXD5,GEMIN6,0.0,0.0,0.005009887535552577,0.0,0.0,0.010046130230599382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,Q15424,SAFB,0.009970688280191695,0.0,0.0,0.0,0.0012728695864602244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,Q9ULC3,RAB23,0.0,0.009811308284970455,0.0,0.0,0.0,0.048699490765368475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,P51580,TPMT,0.0,0.0,0.030804265419981186,0.005532951912361715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,O43172,PRPF4,0.07308509378694142,0.004510224850105381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,O95861,BPNT1,0.0,0.028163284900630883,0.02859002708428702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,Q9Y3Q8,TSC22D4,0.17711254738970816,0.0,0.0,0.0,0.055274678437133885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,Q96T76,MMS19,0.02305939154627036,0.0,0.0,0.0,0.00040238119366812694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,P82921,MRPS21,0.026270490863083966,0.0,0.0,0.0,0.0,0.03757880196893095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,P36542,ATP5F1C,0.0,0.0,0.0,0.0,0.047706478283756876,0.0,0.014096732206798758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,Q12972,PPP1R8,0.0,0.04292794830895897,0.0,0.0,0.0,0.0,0.045383690995288474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,P10809,HSPD1,0.026500496133046475,0.0,0.0,8.433316799945356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,P23193,TCEA1,0.0,0.0,0.0,0.004160100742037631,0.0,0.0,0.0,0.053027280785746436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,Q8NFH3,NUP43,0.0,0.03130269449685136,0.03878308446703009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,P53680,AP2S1,0.0,0.0,0.0,0.039665674503560885,0.0,0.04272370168076638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,O43324,EEF1E1,0.0033660169368236945,0.0,0.0,0.0,0.0,0.0,0.03859556727675974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,P62277,RPS13,0.0,0.0,0.0,0.0,0.009417815190965989,0.0,0.059326051309294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,Q9NX02,NLRP2,0.019063742070569496,0.0,0.0,0.0020756796790065077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,P62280,RPS11,0.0208877236207771,0.0,0.0,0.0,0.0,0.017108966921461827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,O15111,CHUK,0.0,0.011893227145721509,0.11015958418681787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,O75531,BANF1,0.0,0.0,0.0,0.0,0.0,0.04460121238343973,0.0,0.03588855532803281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,Q13823,GNL2,0.0,0.0,0.0,0.0,0.04382420908431367,0.0,0.008698814033671847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,Q13951,CBFB,0.0,0.06001476357180383,0.0,0.0,0.0,0.015815701064595497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,Q86W50,METTL16,0.0,0.0,0.02756317619064625,0.0,0.016544283629120887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,Q9UG63,ABCF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0580063517697771,0.0,0.06716073494495087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,Q13185,CBX3,0.006878922128865952,0.0,0.0,0.0,0.0,0.0,0.0,0.0383599908630671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,P04066,FUCA1,0.0030191889051167996,0.0,0.0,0.0,0.0,0.00033532594038892865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,O15084,ANKRD28,0.0,0.0,0.0,0.0,0.0,0.055238369026094275,0.00494190641144315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,Q6V1X1,DPP8,0.0,0.0,0.07745914673788343,0.0,0.0,0.0025006623131315197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,Q9BRK5,SDF4,0.0,0.0,0.014017291841812933,0.0,0.0,0.021302567066108193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,P16401,H1-5,0.0,0.0,0.0,0.0,0.05483114691936488,0.0,0.004250559848741867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,Q9BZH6,WDR11,0.0,0.08216744386095129,0.0,0.0,0.08299513281105728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,Q5TC12,ATPAF1,0.0,0.0,0.0,0.009577501185747614,0.0,0.0,0.0,0.002212404394430087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,Q8WVC0,LEO1,0.055683670281586856,0.0,0.0,0.0,0.0,0.0004263985740774537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,P54252,ATXN3,0.025463771892808216,0.0,0.0,0.0,0.030022132890207234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,Q01658,DR1,0.0,0.0,0.06483173139364885,0.0,0.05192642707208949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,Q96S59,RANBP9,0.04299311315875016,0.0,0.0,0.0,0.05546470499691923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,Q9H4E7,DEF6,0.0,0.0,0.18112734370305897,0.0,0.0,0.0,0.0405489219541185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,O43670,ZNF207,0.03171892347765061,0.0,0.0,0.0,0.0,0.0,0.0,0.00499597540195393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,O60573,EIF4E2,0.0,0.0,0.0,0.0,0.0,0.030627222620877914,0.0,0.05344984870104065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,Q00577,PURA,0.00386731711742979,0.0,0.0,0.0,0.0029784877622851882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,Q06330,RBPJ,0.0,0.0,0.062418231228059354,0.0,0.04673893587091027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,Q9H0E9,BRD8,0.0,0.0,0.018685841711011654,0.0,0.09070016811711695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,P19623,SRM,0.0,0.0,0.0049895050976481725,0.02563563919547792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,P00568,AK1,0.023776558077436998,0.0,0.0,0.0,0.022240832385716926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,Q86U70,LDB1,0.0,0.0,0.004001149981730104,0.0,0.004908925692847605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,P68400,CSNK2A1,0.0,0.0,0.0,0.0,0.0,0.015948579929650104,0.0,0.0,0.0,0.0,0.0,0.0,0.02085621143977818,0.0,0.0,0.0
2214,Q12996,CSTF3,0.0,0.0,0.0,0.0,0.0,0.0,0.07139091406226011,0.0,0.07405053370564658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,P62487,POLR2G,0.0,0.0,0.013614896655060157,0.0,0.0,0.0,0.0,0.041988074570537506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,Q9Y2I1,NISCH,0.0,0.020700405824165616,0.0,0.0,0.0,0.0418197965980519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,O60645,EXOC3,0.0,0.0,0.0,0.0,0.0,0.0,0.1046694320941287,0.0,0.02507122048406646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,P53370,NUDT6,0.0,0.0,0.016396957959556063,0.0,0.0,0.0,0.0,0.028923646639012937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,Q8NEC7,GSTCD,0.0,0.0,0.0,0.006955452731291608,0.0,0.0,0.03826256511060515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,Q9UJ68,MSRA,0.0,0.0,0.0,0.03218505237764985,0.0,0.0,0.0,0.052286141981869205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,Q9H444,CHMP4B,0.0,0.012529252204040272,0.0,0.0,0.04388069631979509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,P62258,YWHAE,0.0,0.0,0.0,0.005920126563753047,0.0,0.0,0.0,0.03285718477848346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,P35609,ACTN2,0.0,0.0,0.04108976861012417,0.021275727045712917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,P60510,PPP4C,0.0,0.0,0.0,0.0,0.0,0.008407048739641066,0.0,0.03162946741165799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,Q7L7L0,H2AW,0.0563425495793122,0.0,0.0,0.0,0.07565308503598214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,Q14677,CLINT1,0.0,0.06499427717551362,0.0,0.0,0.0,0.0,0.0,0.0,0.022996508747461807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,P49356,FNTB,0.0,0.0,0.0,0.0010439911449580393,0.0,0.0010713519507891678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,Q9H9S4,CAB39L,0.0,0.032462847299104855,0.03873092567426062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,Q9BZE4,GTPBP4,0.0,0.0,0.0,0.0,0.022610105891447543,0.0,0.04178823655499733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,P23497,SP100,0.0,0.0,0.008790946534372688,0.0,0.0,0.0,0.0,0.025730989435909915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,P50914,RPL14,0.0803026982104926,0.0,0.0,0.0,0.03921214532218089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,P08670,VIM,0.0,0.0,0.0,0.005001051165092276,0.0,0.0,0.0,0.03316338435897291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,Q15118,PDK1,0.0,0.029604045939396268,0.0,0.0,0.0,0.0,0.0,0.0,0.0077578953836264855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,P14314,PRKCSH,0.0,0.0,0.0,0.0,0.0,0.08191471124633179,0.0,0.004244942371592342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,Q9H5Q4,TFB2M,0.0,0.0,0.0,0.0556895761568649,0.04429496238544471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,O95273,CCNDBP1,0.015115999730475657,0.0,0.008774174279351461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,Q8TAT6,NPLOC4,0.0,7.312596505115667e-05,0.0,0.0,0.01099941081942374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,Q8WZA0,LZIC,0.0,0.02040273920210528,0.0,0.0,0.0,0.0,0.0,0.023615628739663892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,P48637,GSS,0.0,0.01343254642578481,0.014132584514477412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,P61457,PCBD1,0.0,0.024646359477072128,0.0,0.014867669965459785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,Q96EK9,KTI12,0.04700176965406612,0.004497796443100888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,Q7L266,ASRGL1,0.0,0.004689100299317738,0.026367276978830158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,Q96CN7,ISOC1,0.0,0.02830889644078996,0.0,0.0,0.0,0.0,0.012611614007972553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,P52306,RAP1GDS1,0.0,0.0,0.026448397898821564,0.0,0.012411954414809218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,Q99459,CDC5L,0.0,0.0,0.005770976778560815,0.0,0.0,0.0,0.0,0.0,0.03090168076961509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,Q15233,NONO,0.0,0.0,0.016266786295514216,0.0,0.0,0.0,0.011805847962013692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,Q9Y2I8,WDR37,0.01414021750910092,0.0,0.0,0.0,0.0,0.0,0.0,0.31031176228114216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,O14744,PRMT5,0.0,0.016673297454600826,0.0,0.0,0.0,0.0,0.005219828686775412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,O43716,GATC,0.0,0.0,0.0,0.006531297791455563,0.0,0.010735200856509818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,Q8WUD1,RAB2B,0.0,0.03380406171106537,0.0,0.0,0.0,0.0,0.0,0.0023431239972582264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,Q8WW12,PCNP,0.0,0.009272281705980451,0.0,0.0,0.046612571389834656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,Q14160,SCRIB,0.0,0.0,0.038456056859612175,0.0,0.05722121329159026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,Q15435,PPP1R7,0.0,0.0,0.034109619085804135,0.02511488783752057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,Q04864,REL,0.047081012801561455,0.0,0.0,0.0,0.05094338125825238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,P53611,RABGGTB,0.0,0.0,0.0,0.0,0.006905263812734827,0.0,0.00770995093746412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,Q9NTJ3,SMC4,0.0,0.0,0.0,0.0,0.053467233917030725,0.0,0.02076826483637205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,Q9NYC9,DNAH9,0.0,0.01115775275673218,0.0,0.0,0.0,0.0,0.0,0.018577359764724397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,Q8IWY9,CDAN1,0.036344753672628634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009374485873849269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,P36639,NUDT1,0.0,0.054906658000828557,0.10260043145231354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,P35580,MYH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14008344936178893,0.0,0.0,0.14581787395543144
2261,Q9UBB4,ATXN10,0.029584008328377612,0.0,0.0,0.0196407586215328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,Q9BXS1,IDI2,0.0,0.0,0.030653749731030657,0.0,0.0,0.0,0.0,0.017906568555562292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,Q9BRP8,PYM1,0.0,0.0,0.0,0.0,0.023723807507395833,0.005526148357282164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
